zone,storeId,longitude,latitude,address
虹口区,hk_27,121.498583,31.269699,上海市虹口区新港路245号
虹口区,hk_28,121.481051,31.303144,上海市虹口区新市北路1396号
虹口区,hk_14,121.490389,31.280639,上海市虹口区曲阳路565号
虹口区,hk_15,121.484628,31.251076,上海市虹口区四川北路1318号
虹口区,hk_31,121.485182,31.253045,上海市虹口区四川北路1350号
杨浦区,yp_17,121.551999,31.327532,上海市杨浦区四平路591号
杨浦区,yp_18,121.53742,31.288739,上海市杨浦区水丰路382号
杨浦区,yp_19,121.538254,31.272261,上海市杨浦区双阳路81号
虹口区,hk_35,121.483831,31.26338,上海市虹口区四川北路1975号
杨浦区,yp_01,121.506651,31.29452,上海市杨浦区政肃路55号
杨浦区,yp_02,121.518204,31.309314,上海市杨浦区政府路18号
杨浦区,yp_03,121.518277,31.308944,上海市杨浦区政德东路53号
杨浦区,yp_04,121.536169,31.270742,上海市杨浦区长阳路1691号
杨浦区,yp_05,121.535756,31.270688,上海市杨浦区长阳路1689号
杨浦区,yp_06,121.507679,31.282334,上海市杨浦区彰武路35号
杨浦区,yp_07,121.531829,31.288355,上海市杨浦区永吉路9号
杨浦区,yp_08,121.53215,31.301752,上海市杨浦区营口路860号
杨浦区,yp_09,121.535676,31.285707,上海市杨浦区营口路6号
杨浦区,yp_10,121.537782,31.328503,上海市杨浦区殷行路404号
杨浦区,yp_11,121.520865,31.328739,上海市杨浦区殷行路
杨浦区,yp_08,121.53215,31.301752,上海市杨浦区营口路860号
杨浦区,yp_09,121.535676,31.285707,上海市杨浦区营口路6号
杨浦区,yp_14,121.512777,31.266719,上海市杨浦区通北路897号
杨浦区,yp_15,121.545092,31.297258,上海市杨浦区松花江路2号
杨浦区,yp_16,121.50181,31.275491,上海市杨浦区四平路941号
杨浦区,yp_17,121.551999,31.327532,上海市杨浦区四平路591号
杨浦区,yp_18,121.53742,31.288739,上海市杨浦区水丰路382号
杨浦区,yp_19,121.538254,31.272261,上海市杨浦区双阳路81号
杨浦区,yp_20,121.516211,31.272227,上海市杨浦区双辽路341号
杨浦区,yp_21,121.525642,31.315398,上海市杨浦区世界路3号
杨浦区,yp_22,121.518204,31.309314,上海市杨浦区上海市杨浦区政府路18号
杨浦区,yp_23,121.550736,31.270693,上海市杨浦区上海市杨浦区腾越路439号
杨浦区,yp_24,121.535239,31.276063,上海市杨浦区上海市杨浦区双阳路320号
杨浦区,yp_25,121.510414,31.268524,上海市杨浦区上海市杨浦区辽源西路92号
杨浦区,yp_26,121.507102,31.268466,上海市杨浦区上海市杨浦区辽源西路213号
杨浦区,yp_27,121.520583,31.291725,上海市杨浦区上海市杨浦区黄兴路1800号
杨浦区,yp_28,121.492593,31.311617,上海市杨浦区三门路497号
杨浦区,yp_29,121.492213,31.311374,上海市杨浦区三门路366号
杨浦区,yp_30,121.555943,31.279466,上海市杨浦区平凉路2767弄
杨浦区,yp_31,121.535185,31.26717,上海市杨浦区宁国路446号
杨浦区,yp_32,121.535567,31.311624,上海市杨浦区民星路450号
杨浦区,yp_33,121.524936,31.322538,上海市杨浦区民京路948号
宝山区,bs_01,121.41946,31.356174,上海市宝山区水产西路680弄
宝山区,bs_02,121.44586,31.334928,上海市宝山区通河路460号
宝山区,bs_03,121.346144,31.406548,上海市宝山区罗太路163号
宝山区,bs_04,121.45209,31.33993,上海市宝山区呼玛路448号泗塘菜场内16-14
宝山区,bs_05,121.441047,31.325643,上海市宝山区和康路95号
宝山区,bs_06,121.499156,31.401491,上海市宝山区上海市宝山区宝杨路258号宝杨菜市场内
宝山区,bs_07,121.386003,31.315226,上海市宝山区聚丰园路55号
宝山区,bs_08,121.448409,31.330663,上海市宝山区通河路286号
宝山区,bs_09,121.384708,31.320483,上海市宝山区上海市宝山区锦秋路809弄48号
宝山区,bs_10,121.42412,31.392543,上海市宝山区蕰川路2422号101室（富锦路地铁站1号口）
宝山区,bs_11,121.424508,31.391419,上海市宝山区蕰川路2390号
宝山区,bs_12,121.445609,31.338123,上海市宝山区呼玛路684号
宝山区,bs_13,121.438822,31.340582,上海市宝山区呼兰路1019号
宝山区,bs_14,121.369052,31.360942,上海市宝山区菊盛路882号
宝山区,bs_15,121.42228,31.288796,上海市宝山区汶水路1555号
宝山区,bs_16,121.466819,31.401505,上海市宝山区上海市宝山区宝林路277号
宝山区,bs_24,121.498883,31.401719,上海市宝山区宝杨路250号
宝山区,bs_25,121.423859,31.273566,上海市宝山区华灵路515号
宝山区,bs_19,121.381926,31.351783,上海市宝山区沪太路4889号
宝山区,bs_20,121.476691,31.370516,上海市宝山区铁力路110号
宝山区,bs_21,121.387516,31.321097,上海市宝山区上海市宝山区锦秋路809弄79号
宝山区,bs_22,121.367133,31.365837,上海市宝山区菊盛路1029号
宝山区,bs_23,121.34967,31.31366,上海市宝山区上海市宝山区城银路565号
宝山区,bs_24,121.498883,31.401719,上海市宝山区宝杨路250号
宝山区,bs_25,121.423859,31.273566,上海市宝山区华灵路515号
宝山区,bs_26,121.439823,31.340889,上海市宝山区呼兰路969号
宝山区,bs_27,121.411309,31.41818,上海市宝山区月罗路288号
宝山区,bs_28,121.485743,31.4053,上海市宝山区团结路6号
宝山区,bs_29,121.495651,31.389231,上海市宝山区永清路390号
宝山区,bs_30,121.479468,31.340683,上海市宝山区淞发路901弄6号楼107
宝山区,bs_31,121.45209,31.33993,上海市宝山区呼玛路448号泗塘菜场内16-15
宝山区,bs_32,121.402902,31.349866,上海市宝山区泰和西路3493弄
宝山区,bs_33,121.410724,31.289122,上海市宝山区真华路1799弄
宝山区,bs_34,121.384708,31.320483,上海市宝山区锦秋路809弄102号
宝山区,bs_35,121.446942,31.338733,上海市宝山区呼玛路456号
宝山区,bs_36,121.457877,31.280132,上海市宝山区一二八纪念路968号
